agent_id,agent_type,model_architecture,deployment_environment,task_category,task_complexity,autonomy_level,success_rate,accuracy_score,efficiency_score,execution_time_seconds,response_latency_ms,memory_usage_mb,cpu_usage_percent,cost_per_task_cents,human_intervention_required,error_recovery_rate,multimodal_capability,edge_compatibility,privacy_compliance_score,bias_detection_score,timestamp,data_quality_score,performance_index,cost_efficiency_ratio,autonomous_capability_score,overall_performance_score,resource_efficiency_score,cost_effectiveness,weighted_quality_score,complexity_autonomy_ratio,success_autonomy_interaction,latency_per_operation,arch_performance_benchmark,env_avg_cost_per_complexity,hour_of_day,is_weekend
AG_03405,Document Processor,CodeT5+,Hybrid,Research & Summarization,8,8,0.376,0.4,0.4601,57.84,1004.1,527.0,72.9,0.0245,True,0.4834,False,True,0.7055,0.6439,2025-01-03 04:16:16,0.9432,0.4084299999999999,16.016862745098038,113.838,0.4120333333333333,0.011976063490576104,16.81768707482993,0.49904000000000004,1.0,3.008,17.359958506224064,-0.13213333333333327,0.0032901654732797768,4,False
AG_00361,Translation Agent,Falcon-180B,Hybrid,Data Analysis,5,5,0.5052,0.5039,0.6141,55.66,1548.37,339.8,60.0,0.022,True,0.6384,False,False,0.7558,0.6995,2025-01-04 04:16:15,0.8165,0.53748,23.368695652173912,94.688,0.5410666666666667,0.030120659211300763,24.593939393939397,0.56694,1.0,2.526,27.818361480416815,0.013733333333333375,0.0032901654732797768,4,True
AG_00168,Customer Service,LLaMA-3,Server,Problem Solving,9,7,0.3,0.4444,0.4011,86.51,299.0,601.7,91.2,0.0349,True,0.4364,False,True,0.8874,0.8903,2025-01-04 04:16:15,0.9522,0.37365,10.408077994428968,100.548,0.3818333333333333,0.007309334079756478,10.940783190066856,0.4882000000000001,0.7777777777777778,2.1,3.456247832620506,-0.16510000000000008,0.0033007674175458608,4,True
AG_00789,Social Media Manager,GPT-4o,Cloud,Decision Making,9,10,0.3,0.4068,0.4292,31.51,1781.89,632.2,84.1,0.0168,True,0.3614,False,False,0.7711,0.9009,2025-01-04 04:16:15,0.911,0.3708,20.831460674157302,125.298,0.3786666666666667,0.008072521790354429,22.539682539682545,0.46492,1.1111111111111112,3.0,56.54998413202158,-0.18461666666666665,0.003354148856764928,4,True
AG_00894,Marketing Assistant,InstructGPT,Cloud,Code Generation,5,5,0.6183,0.6202,0.6861,45.71,547.94,345.6,70.7,0.0187,True,0.6356,False,False,0.9597,0.8874,2025-01-04 04:16:15,0.8017,0.6392100000000001,32.44720812182741,94.492,0.6415333333333333,0.028079816910262456,34.30659536541889,0.65574,1.0,3.0915,11.987311310435354,0.08935000000000004,0.003354148856764928,4,True
AG_00345,Data Analyst,InstructGPT,Server,Problem Solving,6,4,0.5248,0.5614,0.6016,85.63,1213.14,354.8,56.4,0.0321,True,0.6603,False,True,0.7749,0.8843,2025-01-04 04:16:15,0.769,0.55882,16.882779456193354,86.221,0.5626000000000001,0.030063885757234125,17.526479750778822,0.58828,0.6666666666666666,2.0992,14.167231110592084,0.010416666666666852,0.0033007674175458608,4,True
AG_00064,Content Creator,InstructGPT,Edge,Communication,4,5,0.7161,0.672,0.7905,31.7,624.82,347.8,51.8,0.014,False,0.7434,False,True,0.9413,0.9311,2025-01-04 04:16:15,0.8359,0.72519,48.346,122.038,0.7262000000000001,0.043877566879292,51.871428571428574,0.72242,1.25,3.5805,19.710410094637226,0.17401666666666682,0.0033751567840054684,4,True
AG_00471,Content Creator,GPT-4o,Edge,Learning & Adaptation,7,5,0.3913,0.5965,0.5053,64.3,466.26,491.4,77.2,0.0263,True,0.5246,False,True,0.8355,0.8549,2025-01-04 04:16:15,0.8228,0.4870599999999999,17.841025641025638,86.722,0.49770000000000003,0.013319773682467981,18.923954372623577,0.5596800000000001,0.7142857142857143,1.9565,7.251321928460342,-0.06558333333333333,0.0033751567840054684,4,True
AG_00595,Sales Assistant,Mixtral-8x7B,Server,Decision Making,5,6,0.4789,0.6586,0.6471,48.24,1501.05,364.4,74.6,0.0197,True,0.6262,False,True,0.9514,0.645,2025-01-04 04:16:15,0.756,0.58327,28.177294685990336,103.834,0.5948666666666667,0.02380423362948532,30.196277495769884,0.6062000000000001,1.2,2.8734,31.116293532338307,0.07189999999999996,0.0033007674175458608,4,True
AG_00006,Content Creator,Mixtral-8x7B,Cloud,Data Analysis,6,6,0.438,0.5902,0.5785,28.27,221.52,417.5,76.9,0.0136,True,0.5566,False,False,0.8697,0.9242,2025-01-04 04:16:15,0.8997,0.52581,36.01438356164384,98.962,0.5355666666666666,0.01801857922646255,39.379901960784316,0.59122,1.0,2.628,7.835868411743899,0.012599999999999945,0.003354148856764928,4,True
AG_00008,Marketing Assistant,PaLM-2,Desktop,Learning & Adaptation,8,9,0.3886,0.4581,0.587,65.15,546.25,502.6,81.0,0.0267,True,0.4731,False,False,0.8947,0.6488,2025-01-04 04:16:15,0.889,0.46897,16.93032490974729,123.117,0.4779,0.014418849144940139,17.89887640449438,0.51648,1.125,3.4974,8.38449731389102,-0.054850000000000065,0.0033411305751704992,4,True
AG_00051,QA Tester,Transformer-XL,Cloud,Research & Summarization,9,10,0.3,0.4,0.4312,37.78,703.75,579.6,99.6,0.0184,True,0.3759,False,False,0.961,0.7122,2025-01-04 04:16:15,0.8866,0.36936,19.03917525773196,126.313,0.37706666666666666,0.00746949149254021,20.492753623188406,0.45732000000000006,1.1111111111111112,3.0,18.62758073054526,-0.1406166666666666,0.003354148856764928,4,True
AG_00336,Code Assistant,LLaMA-3,Cloud,Communication,3,5,0.7148,0.6867,0.746,19.36,421.05,233.6,59.2,0.0088,False,0.8251,False,False,0.8708,0.7709,2025-01-04 04:16:15,0.7806,0.71573,73.03367346938775,127.757,0.7158333333333333,0.053944141058867086,81.34469696969697,0.71672,1.6666666666666667,3.574,21.748450413223143,0.16889999999999994,0.003354148856764928,4,True
AG_02521,Content Creator,Claude-3.5,Server,Creative Writing,3,4,0.695,0.769,0.7831,26.83,2842.11,277.5,42.5,0.0117,True,0.7975,True,False,0.7732,0.6378,2025-01-04 04:16:16,0.8256,0.7436299999999999,58.553543307086606,95.825,0.7490333333333333,0.06639957604663486,64.01994301994301,0.75072,1.3333333333333333,2.78,105.93030190085726,0.18274999999999997,0.0033007674175458608,4,True
AG_02630,Document Processor,CodeT5+,Server,Problem Solving,10,10,0.3,0.4,0.3802,79.4,924.36,686.6,110.5,0.0333,True,0.3576,False,True,0.927,0.8626,2025-01-04 04:16:16,0.8956,0.35406,10.322448979591837,125.032,0.3600666666666667,0.005011249609525855,10.812812812812814,0.45912000000000003,1.0,3.0,11.641813602015112,-0.18409999999999987,0.0033007674175458608,4,True
AG_02172,Customer Service,Falcon-180B,Edge,Creative Writing,7,7,0.3808,0.5032,0.5049,28.09,171.26,463.1,85.4,0.014,True,0.4121,True,True,0.8086,0.8243,2025-01-04 04:16:16,0.9512,0.45475,30.316666666666663,98.847,0.4629666666666667,0.012766525558083518,33.06904761904762,0.5438400000000001,1.0,2.6656000000000004,6.096831612673549,-0.06436666666666663,0.0033751567840054684,4,True
AG_04316,Data Analyst,PaLM-2,Desktop,Communication,3,1,0.7058,0.718,0.7349,17.08,1683.12,236.7,41.2,0.0081,False,0.8305,False,True,0.7931,0.7457,2025-01-04 04:16:16,0.7642,0.71819,78.92197802197802,88.13499999999999,0.7195666666666667,0.07535859163826233,88.83539094650206,0.72236,0.3333333333333333,0.7058,98.5433255269321,0.18681666666666663,0.0033411305751704992,4,True
AG_02185,Data Analyst,Gemini-Pro,Edge,Planning & Scheduling,5,6,0.6156,0.6282,0.6654,27.77,972.74,350.0,52.9,0.0128,True,0.712,False,True,0.7079,0.7295,2025-01-04 04:16:16,0.8725,0.63432,45.96521739130435,109.84,0.6364,0.035938428301377265,49.71874999999999,0.6720200000000001,1.2,3.6936,35.028447965430324,0.08276666666666666,0.0033751567840054684,4,True
AG_03632,Social Media Manager,Gemini-Pro,Desktop,Decision Making,7,8,0.4083,0.5089,0.562,20.42,162.45,496.9,86.4,0.0118,True,0.4355,False,False,0.7108,0.6351,2025-01-04 04:16:16,0.9308,0.4845899999999999,37.85859375,110.485,0.4930666666666667,0.013090419862406178,41.78531073446328,0.55304,1.1428571428571428,3.2664,7.9554358472086175,-0.0605666666666666,0.0033411305751704992,4,True
AG_02543,Customer Service,InstructGPT,Edge,Data Analysis,5,4,0.5843,0.6232,0.6595,25.5,300.83,318.8,63.4,0.0117,True,0.658,False,True,0.8665,0.7959,2025-01-04 04:16:16,0.7735,0.61853,48.70314960629921,86.06,0.6223333333333333,0.03262926035725453,53.190883190883184,0.6377,0.8,2.3372,11.797254901960784,0.07015000000000005,0.0033751567840054684,4,True
AG_01539,Project Manager,GPT-4o,Cloud,Code Generation,9,10,0.3,0.4,0.4789,39.51,152.4,577.7,107.0,0.0189,True,0.3562,False,False,0.7583,0.8521,2025-01-04 04:16:16,0.9366,0.3836699999999999,19.279899497487435,124.934,0.3929666666666667,0.007747448389439916,20.79188712522046,0.46732000000000007,1.1111111111111112,3.0,3.857251328777525,-0.17031666666666667,0.003354148856764928,4,True
AG_03081,Translation Agent,GPT-4o,Hybrid,Code Generation,3,4,0.7401,0.8319,0.7892,45.81,507.48,221.7,36.2,0.0175,False,0.7955,False,False,0.736,0.9267,2025-01-04 04:16:16,0.8848,0.78237,42.29027027027026,115.685,0.7870666666666667,0.09833606212167655,44.97523809523809,0.80576,1.3333333333333333,2.9604,11.077930582842175,0.22378333333333333,0.0032901654732797768,4,True
AG_01812,Document Processor,GPT-4o,Hybrid,Research & Summarization,6,5,0.5569,0.6184,0.6265,49.44,293.3,402.1,59.0,0.0205,True,0.6867,True,False,0.7793,0.7284,2025-01-04 04:16:16,0.8899,0.5962299999999999,27.731627906976737,98.069,0.6006,0.02640796833572894,29.297560975609755,0.6481,0.8333333333333334,2.7844999999999995,5.932443365695794,0.037316666666666665,0.0032901654732797768,4,True
AG_01525,Financial Advisor,GPT-4o,Edge,Planning & Scheduling,4,2,0.7317,0.6821,0.7563,20.27,176.44,300.9,40.2,0.0098,False,0.8606,False,True,0.9713,0.8277,2025-01-04 04:16:16,0.9054,0.7242,67.05555555555554,100.242,0.7233666666666667,0.062523871172552,73.81292517006804,0.7466,0.5,1.4634,8.70448939319191,0.16008333333333336,0.0033751567840054684,4,True
AG_01797,Sales Assistant,LLaMA-3,Desktop,Problem Solving,6,7,0.4915,0.5848,0.5651,77.5,480.12,405.7,74.9,0.0299,True,0.531,False,True,0.7673,0.8148,2025-01-04 04:16:16,0.8929,0.54157,17.52653721682848,107.17,0.5471333333333334,0.018596811194813035,18.29877369007804,0.6091,1.1666666666666667,3.4405,6.195096774193549,0.00019999999999997797,0.0033411305751704992,4,True
AG_01936,Project Manager,Gemini-Pro,Edge,Data Analysis,7,9,0.4437,0.464,0.5444,74.27,896.66,433.1,77.1,0.0291,True,0.4956,True,True,0.7161,0.9257,2025-01-04 04:16:16,0.7651,0.48,15.946843853820596,124.692,0.4840333333333333,0.016303301298723854,16.63344788087056,0.5161,1.2857142857142858,3.9932999999999996,12.072976975898747,-0.0696,0.0033751567840054684,4,True
AG_04727,Sales Assistant,CodeT5+,Server,Data Analysis,6,7,0.542,0.5837,0.6038,54.61,243.14,381.3,62.6,0.022,True,0.6518,False,False,0.8835,0.6804,2025-01-04 04:16:16,0.8121,0.57305,24.915217391304346,115.626,0.5765000000000001,0.025296006850617822,26.20454545454546,0.6127,1.1666666666666667,3.7940000000000005,4.452298113898554,0.03233333333333355,0.0033007674175458608,4,True
AG_03353,Email Manager,InstructGPT,Mobile,Code Generation,7,8,0.3208,0.5001,0.5933,54.65,265.62,458.1,68.8,0.0228,True,0.4556,False,True,0.9659,0.6372,2025-01-04 04:16:16,0.8622,0.4563399999999999,19.17394957983193,111.892,0.47140000000000004,0.018824594000497505,20.67543859649123,0.5008,1.1428571428571428,2.5664,4.860384263494968,-0.08078333333333321,0.0033529413220314583,4,True
AG_04291,Marketing Assistant,Mixtral-8x7B,Mobile,Problem Solving,7,5,0.3642,0.5197,0.4978,64.11,3762.14,458.2,88.4,0.026,True,0.4808,False,True,0.8839,0.6609,2025-01-04 04:16:16,0.9157,0.45093,16.701111111111114,83.656,0.46056666666666674,0.012289877170355769,17.714102564102568,0.5367000000000001,0.7142857142857143,1.8210000000000002,58.68257682108875,-0.062399999999999956,0.0033529413220314583,4,True
AG_01179,Content Creator,Claude-3.5,Edge,Problem Solving,9,10,0.3,0.4224,0.4165,66.79,1518.91,525.5,74.3,0.0275,True,0.3014,False,True,0.7205,0.6782,2025-01-04 04:16:16,0.7577,0.37167,13.041052631578946,121.098,0.3796333333333333,0.010667274517763637,13.804848484848485,0.4405,1.1111111111111112,3.0,22.74157808055098,-0.18665000000000004,0.0033751567840054684,4,True
AG_02620,Document Processor,Mixtral-8x7B,Mobile,Problem Solving,9,8,0.3,0.4042,0.4095,63.35,321.6,561.1,81.2,0.0267,True,0.3879,False,True,0.8797,0.8852,2025-01-04 04:16:16,0.9601,0.3641099999999999,13.144765342960286,107.153,0.3712333333333333,0.00898788709370141,13.903870162297126,0.4737,0.8888888888888888,2.4,5.0765588003157065,-0.1517333333333334,0.0033529413220314583,4,True
AG_02032,Task Planner,Falcon-180B,Server,Decision Making,9,10,0.3,0.4,0.4053,47.75,525.47,607.7,107.5,0.022,True,0.4255,False,False,0.8838,0.7163,2025-01-04 04:16:16,0.8686,0.3615899999999999,15.721304347826086,129.785,0.36843333333333333,0.006204101626031816,16.7469696969697,0.45372,1.1111111111111112,3.0,11.004607329842932,-0.15889999999999999,0.0033007674175458608,4,True
AG_00035,Translation Agent,GPT-4o,Mobile,Creative Writing,7,5,0.3,0.5894,0.5109,41.29,135.5,475.3,65.3,0.0185,True,0.3785,True,True,0.8762,0.8435,2025-01-05 04:16:15,0.8545,0.45009,23.08153846153846,76.495,0.4667666666666667,0.016460950430597712,25.230630630630635,0.52666,0.7142857142857143,1.5,3.28166626301768,-0.09651666666666664,0.0033529413220314583,4,True
AG_00076,Code Assistant,Mixtral-8x7B,Edge,Data Analysis,5,3,0.5609,0.5992,0.6506,58.55,1589.14,378.1,54.8,0.0233,True,0.6584,False,True,0.8021,0.7962,2025-01-05 04:16:15,0.8606,0.5992999999999999,24.662551440329217,76.088,0.6035666666666666,0.031399795751712846,25.904148783977107,0.6361600000000001,0.6,1.6826999999999999,27.14158838599488,0.0805999999999999,0.0033751567840054684,4,True
AG_00253,QA Tester,Transformer-XL,Server,Research & Summarization,5,4,0.4824,0.6503,0.5915,49.0,340.43,360.5,44.4,0.0199,True,0.6,False,False,0.8201,0.6704,2025-01-05 04:16:15,0.8683,0.5655,27.057416267942585,82.0,0.5747333333333334,0.03695443015831366,28.881072026800673,0.6267400000000001,0.8,1.9296,6.947551020408163,0.057050000000000156,0.0033007674175458608,4,True
AG_00584,Data Analyst,LLaMA-3,Desktop,Communication,6,8,0.4292,0.5944,0.6172,16.15,583.92,363.5,79.4,0.009,True,0.4452,False,True,0.9014,0.8991,2025-01-05 04:16:15,0.8091,0.5351600000000001,53.51600000000002,111.164,0.5469333333333334,0.02138459352987849,60.77037037037038,0.5712600000000001,1.3333333333333333,3.4336,36.15603715170279,0.0,0.0033411305751704992,4,True
AG_01028,Task Planner,Gemini-Pro,Mobile,Research & Summarization,6,6,0.4606,0.5534,0.6009,55.15,831.02,398.2,51.8,0.0224,True,0.4658,False,True,0.8312,0.7395,2025-01-05 04:16:15,0.7815,0.53053,22.67222222222222,92.606,0.5383,0.029132059518799852,24.03125,0.5619000000000001,1.0,2.7636000000000003,15.06835902085222,-0.01533333333333331,0.0033529413220314583,4,True
AG_00606,Task Planner,Falcon-180B,Hybrid,Data Analysis,5,4,0.4781,0.6012,0.6676,78.24,207.23,288.0,57.9,0.029,True,0.5878,False,False,0.7678,0.6601,2025-01-05 04:16:15,0.8719,0.57188,19.06266666666667,81.146,0.5822999999999999,0.04003550182306659,20.079310344827583,0.6061,0.8,1.9124,2.6486451942740286,0.05496666666666661,0.0032901654732797768,4,True
AG_00551,Email Manager,Transformer-XL,Edge,Creative Writing,3,4,0.7346,0.7658,0.7071,26.16,203.14,251.6,35.8,0.0112,False,0.7722,False,True,0.8914,0.8394,2025-01-05 04:16:15,0.8654,0.7357100000000001,60.30409836065575,114.054,0.7358333333333333,0.07850316632768162,65.69940476190476,0.77324,1.3333333333333333,2.9384,7.765290519877675,0.21815000000000007,0.0033751567840054684,4,True
AG_04280,Project Manager,Mixtral-8x7B,Cloud,Problem Solving,7,9,0.3599,0.5106,0.4881,45.58,1155.05,432.3,95.0,0.0195,True,0.4374,False,False,0.9698,0.6454,2025-01-05 04:16:16,0.9202,0.44357,21.637560975609755,120.618,0.4528666666666667,0.011885021366740932,23.223931623931627,0.53224,1.2857142857142858,3.2391,25.34115840280825,-0.0701,0.003354148856764928,4,True
AG_01105,QA Tester,CodeT5+,Edge,Data Analysis,6,7,0.3963,0.6202,0.586,56.6,2369.97,374.0,67.9,0.0226,True,0.5383,False,True,0.9577,0.8396,2025-01-05 04:16:16,0.8576,0.52038,22.049999999999997,107.681,0.5341666666666667,0.02307577201452277,23.635693215339234,0.57812,1.1666666666666667,2.7741,41.872261484098935,-0.009999999999999898,0.0033751567840054684,4,True
AG_03592,Marketing Assistant,Transformer-XL,Server,Code Generation,4,4,0.6462,0.6355,0.6083,47.3,271.97,297.3,51.3,0.0187,True,0.7438,False,False,0.9446,0.7128,2025-01-05 04:16:16,0.9315,0.63162,32.06192893401015,92.066,0.6299999999999999,0.03988462766588707,33.689839572192504,0.69898,1.0,2.5848,5.7498942917547575,0.11231666666666662,0.0033007674175458608,4,True
AG_01958,Marketing Assistant,CodeT5+,Desktop,Learning & Adaptation,8,9,0.3961,0.47,0.5419,101.51,183.37,503.0,94.4,0.0389,True,0.529,False,False,0.721,0.8979,2025-01-05 04:16:16,0.8144,0.46201,11.57919799498747,127.03,0.4693333333333333,0.011412457458638002,12.065124250214225,0.50932,1.125,3.5649,1.8064230125110825,-0.07483333333333325,0.0033411305751704992,4,True
AG_02990,Sales Assistant,Gemini-Pro,Server,Code Generation,9,7,0.3,0.4,0.4548,50.74,2969.53,544.0,94.8,0.0224,True,0.4456,False,False,0.7111,0.7563,2025-01-05 04:16:16,0.9612,0.37644,16.087179487179487,101.192,0.3849333333333333,0.008818875651526432,17.184523809523807,0.47224000000000005,0.7777777777777778,2.1,58.52443831296807,-0.16870000000000002,0.0033007674175458608,4,True
AG_04903,Research Assistant,GPT-4o,Server,Problem Solving,8,8,0.3,0.4406,0.5335,54.91,949.61,518.3,80.8,0.0235,True,0.3709,False,False,0.7827,0.7848,2025-01-05 04:16:16,0.7774,0.41223,16.825714285714284,105.963,0.4246999999999999,0.012739191148518673,18.072340425531912,0.45172,1.0,2.4,17.293935530868694,-0.13858333333333345,0.0033007674175458608,4,True
AG_02924,Marketing Assistant,Gemini-Pro,Server,Decision Making,5,4,0.5252,0.6502,0.6679,42.52,241.49,400.9,57.9,0.0182,True,0.6633,False,False,0.9488,0.6363,2025-01-05 04:16:16,0.7563,0.60551,31.536979166666665,86.431,0.6144333333333334,0.028773773689681814,33.76007326007326,0.6214200000000001,0.8,2.1008,5.679444967074318,0.060800000000000076,0.0033007674175458608,4,True
AG_02657,Email Manager,Falcon-180B,Server,Learning & Adaptation,10,10,0.3,0.4,0.3735,78.18,371.34,584.7,96.4,0.0319,True,0.3263,False,False,0.8199,0.9417,2025-01-05 04:16:16,0.8269,0.35205,10.700607902735564,122.841,0.3578333333333333,0.006626443180777885,11.217345872518285,0.44538,1.0,3.0,4.749808135072908,-0.16950000000000004,0.0033007674175458608,4,True
AG_04175,Research Assistant,CodeT5+,Mobile,Code Generation,8,10,0.3,0.5264,0.4803,50.28,1441.41,469.4,80.1,0.0215,True,0.3262,False,True,0.7238,0.6791,2025-01-05 04:16:16,0.9618,0.4220099999999999,18.755999999999997,122.834,0.43556666666666666,0.012774296296650918,20.25891472868217,0.5229199999999999,1.25,3.0,28.66766109785203,-0.10859999999999992,0.0033529413220314583,4,True
AG_03618,Document Processor,CodeT5+,Cloud,Problem Solving,8,8,0.3,0.4,0.4309,46.73,430.29,487.0,73.3,0.0204,True,0.4278,False,False,0.7303,0.8139,2025-01-05 04:16:16,0.9036,0.36927,17.25560747663551,109.946,0.37696666666666667,0.012071008569323558,18.47875816993464,0.46072,1.0,2.4,9.208003423924675,-0.1671999999999999,0.003354148856764928,4,True
AG_02772,Customer Service,GPT-4o,Edge,Learning & Adaptation,10,10,0.3,0.4,0.3804,156.26,639.53,637.0,98.5,0.0585,True,0.3301,False,True,0.7705,0.8311,2025-01-05 04:16:16,0.7769,0.35412,5.951596638655461,123.107,0.36013333333333336,0.006062682784945294,6.156125356125356,0.43538000000000004,1.0,3.0,4.0927300652758225,-0.20315,0.0033751567840054684,4,True
AG_02117,Financial Advisor,PaLM-2,Hybrid,Decision Making,6,5,0.491,0.5676,0.6026,39.2,850.47,420.2,57.8,0.0173,True,0.5059,False,True,0.7938,0.6259,2025-01-05 04:16:16,0.9771,0.5474600000000001,29.91584699453552,85.41300000000001,0.5537333333333333,0.024811055536249838,32.00770712909441,0.6188600000000001,0.8333333333333334,2.455,21.69566326530612,0.020983333333333243,0.0032901654732797768,4,True
AG_02838,Research Assistant,Mixtral-8x7B,Desktop,Problem Solving,9,8,0.3,0.4177,0.4322,95.78,106.92,550.6,91.7,0.0374,True,0.361,False,False,0.8384,0.7202,2025-01-05 04:16:16,0.8083,0.37497,9.76484375,105.27,0.3833,0.008560107522239046,10.248663101604278,0.44874,0.8888888888888888,2.4,1.1163082063061183,-0.13966666666666672,0.0033411305751704992,4,True
AG_03831,Social Media Manager,Claude-3.5,Cloud,Code Generation,9,7,0.3,0.4,0.4368,49.27,2316.98,527.9,95.3,0.0217,True,0.3701,False,False,0.8833,0.9364,2025-01-05 04:16:16,0.8119,0.37104,16.345374449339204,95.907,0.37893333333333334,0.008682365555020418,17.462365591397848,0.44238,0.7777777777777778,2.1,47.02618226101075,-0.18735000000000002,0.003354148856764928,4,True
AG_04598,Sales Assistant,Transformer-XL,Edge,Data Analysis,4,3,0.6372,0.6225,0.6568,60.67,3735.52,345.7,48.5,0.0237,True,0.7202,False,True,0.8977,0.6694,2025-01-05 04:16:16,0.9216,0.63867,25.857085020242913,80.41399999999999,0.6388333333333334,0.03917346844442324,26.954992967651197,0.6882,0.75,1.9116,61.57112246579858,0.12115000000000009,0.0033751567840054684,4,True
AG_03031,Research Assistant,Claude-3.5,Cloud,Code Generation,8,8,0.3,0.5463,0.5279,48.07,765.53,490.0,96.0,0.0209,True,0.342,False,True,0.9747,0.7437,2025-01-05 04:16:16,0.7589,0.44226,20.194520547945206,103.94,0.4580666666666667,0.011222363945578233,21.917065390749602,0.49030000000000007,1.0,2.4,15.925317245683377,-0.10821666666666668,0.003354148856764928,4,True
AG_01205,Financial Advisor,CodeT5+,Desktop,Text Processing,7,7,0.3368,0.5271,0.4871,18.89,2547.35,444.7,59.9,0.0107,True,0.4602,False,True,0.7425,0.6133,2025-01-05 04:16:16,0.9155,0.43898,37.519658119658125,102.214,0.4503333333333333,0.01828622999204506,42.087227414330215,0.52866,1.0,2.3575999999999997,134.85177342509263,-0.09383333333333327,0.0033411305751704992,4,True
AG_03094,Social Media Manager,CodeT5+,Hybrid,Data Analysis,4,5,0.6771,0.6433,0.7194,53.04,1867.92,333.5,38.3,0.021,True,0.6948,False,False,0.9389,0.8961,2025-01-05 04:16:16,0.7903,0.6796500000000001,30.89318181818182,98.636,0.6799333333333334,0.056321708597398434,32.37777777777778,0.6862199999999999,1.25,3.3855000000000004,35.217194570135746,0.1357666666666668,0.0032901654732797768,4,True
AG_03164,HR Recruiter,InstructGPT,Hybrid,Text Processing,5,4,0.5541,0.6399,0.6743,24.31,1058.56,337.7,78.1,0.0115,True,0.5589,False,False,0.7734,0.6612,2025-01-05 04:16:16,0.932,0.6159,49.272,79.12299999999999,0.6227666666666667,0.025566487464913856,54.1536231884058,0.664,0.8,2.2164,43.544220485396956,0.07058333333333344,0.0032901654732797768,4,True
AG_04485,Customer Service,GPT-4o,Hybrid,Learning & Adaptation,10,10,0.3,0.4,0.428,67.56,395.85,555.9,118.0,0.0281,True,0.3274,False,False,0.7922,0.8276,2025-01-05 04:16:16,0.8705,0.3683999999999999,12.659793814432987,122.918,0.37599999999999995,0.006524768203036152,13.380782918149464,0.45410000000000006,1.0,3.0,5.859236234458259,-0.1872833333333334,0.0032901654732797768,4,True
AG_02874,Project Manager,CodeT5+,Desktop,Research & Summarization,7,7,0.3,0.5007,0.5453,59.14,118.63,439.2,61.5,0.0241,True,0.4129,False,False,0.9228,0.744,2025-01-05 04:16:16,0.9765,0.4337999999999999,17.28286852589641,98.903,0.4486666666666667,0.02018822100789314,18.616874135546336,0.51558,1.0,2.1,2.0059181602975986,-0.09549999999999986,0.0033411305751704992,4,True
AG_04723,Data Analyst,Transformer-XL,Cloud,Data Analysis,6,6,0.4747,0.5675,0.5899,68.82,209.42,369.3,68.7,0.0266,True,0.5817,False,False,0.8236,0.9449,2025-01-05 04:16:16,0.9679,0.5371,19.46014492753623,100.719,0.5440333333333333,0.023251038295433624,20.45238095238095,0.61046,1.0,2.8482000000000003,3.043010752688172,0.026349999999999985,0.003354148856764928,4,True
AG_03686,Code Assistant,GPT-4o,Edge,Research & Summarization,6,6,0.5236,0.599,0.6068,68.65,840.21,373.7,66.4,0.0266,True,0.6474,True,True,0.8253,0.6671,2025-01-05 04:16:16,0.8247,0.57118,20.694927536231884,105.318,0.5764666666666666,0.02445425265418108,21.671679197994987,0.61398,1.0,3.1415999999999995,12.23903860160233,0.013183333333333214,0.0033751567840054684,4,True
AG_03034,Data Analyst,CodeT5+,Cloud,Text Processing,5,4,0.5312,0.6814,0.6286,22.67,756.6,331.8,55.6,0.0109,True,0.5689,False,False,0.8411,0.7351,2025-01-05 04:16:16,0.7674,0.60548,50.88067226890756,79.82300000000001,0.6137333333333334,0.03407400661749081,56.30581039755352,0.63852,0.8,2.1248,33.37450374944861,0.06956666666666678,0.003354148856764928,4,True
AG_02168,Email Manager,LLaMA-3,Desktop,Data Analysis,8,10,0.3088,0.4078,0.5122,20.76,1624.36,473.5,79.9,0.0117,True,0.4516,True,False,0.8147,0.9068,2025-01-05 04:16:16,0.9382,0.39952,31.458267716535435,131.612,0.4096,0.01353857052043671,35.00854700854701,0.47428000000000003,1.25,3.088,78.24470134874758,-0.13733333333333336,0.0033411305751704992,4,True
AG_00190,Content Creator,PaLM-2,Server,Communication,5,7,0.6036,0.6469,0.6583,23.1,1179.13,362.6,54.1,0.0113,True,0.7269,False,False,0.9266,0.9095,2025-01-06 04:16:15,0.911,0.633,51.463414634146346,120.883,0.6362666666666668,0.03355821021519463,56.30678466076697,0.6824000000000001,1.4,4.2252,51.044588744588744,0.1035166666666667,0.0033007674175458608,4,False
AG_00997,Email Manager,Gemini-Pro,Cloud,Communication,5,3,0.6182,0.579,0.6697,13.07,252.73,344.4,55.2,0.0078,True,0.7589,False,False,0.9027,0.7928,2025-01-06 04:16:15,0.9272,0.62189,70.6693181818182,83.123,0.6223,0.03522719621606153,79.78205128205128,0.66432,0.6,1.8546,19.33664881407804,0.06866666666666665,0.003354148856764928,4,False
AG_00991,QA Tester,Claude-3.5,Edge,Problem Solving,6,4,0.5585,0.6285,0.6059,61.66,183.32,369.0,66.2,0.0242,True,0.6917,False,True,0.8586,0.8385,2025-01-06 04:16:15,0.828,0.59372,23.56031746031746,88.419,0.5976333333333333,0.024803707251574027,24.69559228650138,0.6404,0.6666666666666666,2.234,2.9730781706130394,0.03134999999999999,0.0033751567840054684,4,False
